age,annual_income,monthly_expense,chequing_balance,savings_balance,is_home_owner,is_student,occupation,investment_risk_profile,debt_amount,has_credit_card,tfsa_limit,tfsa_invested,fhsa_limit,fhsa_invested,rrsp_limit,rrsp_invested,unregistered_balance,financial_goals,financial_success
18,64862.06,3689.47,18874.3,2574.9,True,True,Unemployed,High,78298.09,False,0,0.0,12697.47,15614.81,15071.29,15504.2,26993.73,[],0.3142857142857143
36,73497.69,965.88,15816.11,45282.88,False,False,Retired,Medium,0.0,True,126000,116466.72,16523.48,39735.31,20286.72,19987.39,59748.45,"['pay_off_debt', 'invest_for_retirement']",0.7714285714285715
68,96116.36,3571.72,4744.12,36293.27,False,False,Unemployed,Medium,70426.09,True,350000,301085.94,3218.46,14127.23,22703.46,18996.62,79458.24,"['invest_for_retirement', 'pay_off_debt']",0.6857142857142857
28,94741.68,2624.59,2316.98,31786.38,True,False,Unemployed,High,44461.46,True,70000,62696.51,14892.44,9384.6,40392.69,47411.33,53749.87,['pay_off_debt'],0.5714285714285714
37,73877.09,1704.55,15666.84,23561.57,True,False,Retired,Low,0.0,True,133000,53560.4,33757.65,4749.26,42085.13,12580.49,84582.68,"['pay_off_debt', 'buy_a_home', 'invest_for_retirement']",0.8171428571428572
47,144317.3,4833.72,16128.74,17585.01,True,False,Retired,Medium,26176.97,True,203000,175547.21,38380.16,718.48,3360.55,37977.98,84680.54,"['invest_for_retirement', 'buy_a_home']",0.8
37,66175.12,3839.07,12324.11,21891.82,False,False,Self-Employed,High,9127.48,True,133000,131366.61,33310.51,13752.03,13579.88,2549.54,19660.11,[],0.8857142857142857
33,112430.06,1681.76,72.47,35939.16,False,False,Unemployed,Low,86358.76,True,105000,13222.54,16074.24,33930.71,46433.4,39346.55,68836.38,['pay_off_debt'],0.5428571428571428
20,104534.99,2831.13,11646.55,29469.56,True,True,Part-Time,Low,0.0,True,14000,7925.5,25468.8,29933.56,31890.97,13795.47,11172.15,[],0.6571428571428571
33,75286.21,4771.84,6672.95,40464.89,False,True,Part-Time,Low,6918.8,True,105000,19617.74,33353.64,8360.69,28123.27,45134.5,45793.07,['pay_off_debt'],0.6857142857142857
32,85103.08,937.11,3648.25,42372.86,False,False,Retired,High,60604.75,True,98000,3110.21,13809.57,370.47,12361.87,23606.29,68820.91,['pay_off_debt'],0.6
60,62520.17,3921.98,10092.06,10886.51,False,False,Unemployed,High,90470.15,False,294000,106363.54,10231.22,33104.84,48950.92,11780.73,35058.97,[],0.42857142857142855
24,98679.14,2519.79,658.88,25178.99,True,True,Part-Time,High,13213.67,True,42000,49564.65,17881.86,20675.08,47741.16,28026.7,34794.87,['invest_for_retirement'],0.6
46,122807.8,2320.52,9393.52,1406.83,False,False,Retired,High,34500.14,True,196000,12404.02,38649.45,11007.46,49921.98,41813.57,74413.57,['buy_a_home'],0.8285714285714286
40,109162.46,2732.85,17085.46,8661.07,False,False,Retired,High,59497.86,True,154000,125665.93,11089.69,16284.33,47409.83,40490.45,21646.08,['invest_for_retirement'],0.6857142857142857
47,51609.76,4350.42,10320.56,15953.62,True,False,Self-Employed,High,34107.53,True,203000,30360.3,37961.18,31887.09,32510.19,15430.41,82460.36,['buy_a_home'],0.7142857142857143
59,104834.66,2735.77,5178.37,3371.47,True,False,Unemployed,Medium,0.0,True,287000,127618.72,19107.27,319.29,29833.6,11488.62,75755.67,[],0.9142857142857143
50,102874.01,2858.73,10849.97,27848.92,True,False,Unemployed,Low,0.0,True,224000,140273.17,23936.23,27316.79,10457.81,37533.85,57057.88,"['pay_off_debt', 'invest_for_retirement', 'buy_a_home']",0.5714285714285714
36,96214.44,2984.23,14189.93,41094.11,True,False,Employed,Medium,38293.56,True,126000,53712.88,9055.21,21780.38,13461.84,1686.11,79886.01,"['pay_off_debt', 'buy_a_home']",0.5714285714285714
65,123099.15,4112.2,1215.4,18208.98,False,False,Employed,High,0.0,True,329000,184190.13,29763.94,939.2,45498.9,30869.86,63211.33,[],0.9142857142857143
42,134038.04,2326.55,276.73,13301.16,False,False,Self-Employed,Medium,0.0,True,168000,93825.18,343.64,2005.15,33153.74,40866.53,91853.93,[],0.6285714285714286
51,80448.85,1481.59,7350.35,34788.57,False,False,Self-Employed,Medium,51954.53,True,231000,73583.69,36196.76,36490.43,24484.93,37479.99,80065.21,[],0.5142857142857142
21,131375.65,1756.57,15042.33,11377.94,True,True,Unemployed,High,0.0,True,21000,21624.73,28490.03,33443.99,33343.75,22612.64,47340.24,"['pay_off_debt', 'invest_for_retirement', 'buy_a_home']",0.6
64,111581.92,4331.17,8656.56,40636.91,False,False,Self-Employed,High,0.0,True,322000,348027.37,28219.52,31682.28,16226.06,24445.09,35654.04,"['invest_for_retirement', 'pay_off_debt']",0.4857142857142857
35,103171.28,3197.17,14520.02,13390.31,False,False,Unemployed,Medium,80914.44,False,119000,126015.34,962.08,2379.29,34133.87,39688.55,85121.02,['invest_for_retirement'],0.3142857142857143
39,129938.42,3531.45,8140.12,11852.86,False,False,Employed,Medium,0.0,True,147000,154155.07,18236.88,369.03,28492.13,6365.75,61144.04,"['pay_off_debt', 'buy_a_home']",0.6571428571428571
69,84505.71,3314.87,12277.77,37155.63,False,False,Employed,High,55863.88,True,357000,335786.88,11825.17,15607.77,22464.94,38800.19,56860.99,"['buy_a_home', 'pay_off_debt']",0.45714285714285713
31,77774.12,2836.18,18298.28,1588.6,True,False,Retired,High,0.0,True,91000,55585.36,15180.35,2931.91,7377.17,49893.95,77183.77,"['pay_off_debt', 'invest_for_retirement']",0.7428571428571429
38,30627.91,3025.18,10564.63,38151.33,False,False,Self-Employed,Medium,65946.05,False,140000,94427.71,14661.69,12719.17,49466.66,49387.33,85718.38,[],0.45714285714285713
76,62835.35,2995.54,14066.27,22003.59,True,False,Retired,Low,95952.05,True,406000,403189.86,9729.27,10021.66,39296.84,43642.58,42299.28,"['pay_off_debt', 'buy_a_home', 'invest_for_retirement']",0.2857142857142857
27,54727.9,4092.12,18167.54,10913.59,False,False,Unemployed,Low,0.0,True,63000,5318.89,32419.26,11989.29,38111.65,47097.91,18537.73,['pay_off_debt'],0.6857142857142857
39,51395.14,3382.63,3572.07,28130.35,False,False,Self-Employed,Low,46699.57,True,147000,6036.09,9655.72,6136.1,8317.49,36101.1,73289.51,"['invest_for_retirement', 'buy_a_home', 'pay_off_debt']",0.5142857142857142
29,149265.43,1342.52,443.05,27025.78,False,False,Unemployed,Low,52513.38,True,77000,10961.78,32645.85,1999.38,45770.73,49925.56,99858.12,['pay_off_debt'],0.5714285714285714
28,122739.8,2087.5,5180.06,37057.67,True,False,Unemployed,High,37132.25,True,70000,77564.06,24959.04,518.17,22679.4,21729.81,91530.99,[],0.6571428571428571
78,81242.36,3923.4,19645.06,24809.04,False,False,Self-Employed,Low,59162.09,False,420000,246217.6,17566.38,9017.02,25701.35,43605.03,13180.83,['invest_for_retirement'],0.6285714285714286
50,65908.48,2679.5,15590.56,11443.37,True,False,Self-Employed,Low,0.0,True,224000,112309.37,3333.19,14299.96,18980.62,20996.02,71583.55,['invest_for_retirement'],0.6571428571428571
34,132192.04,837.38,19770.38,20629.71,True,False,Employed,Low,3620.61,False,112000,47225.02,11890.44,11646.13,5386.5,238.84,56605.24,"['buy_a_home', 'invest_for_retirement', 'pay_off_debt']",0.8
32,101111.35,2795.45,9866.02,21122.86,False,False,Employed,Low,94477.05,True,98000,114083.49,38288.51,10754.95,8224.81,12933.33,11004.71,"['buy_a_home', 'invest_for_retirement', 'pay_off_debt']",0.4
25,101217.68,4871.3,19532.42,15515.16,True,True,Unemployed,High,0.0,True,49000,27933.75,23338.3,7314.63,44083.94,451.06,84041.31,['buy_a_home'],0.7428571428571429
68,45286.98,4101.72,1760.32,34437.1,False,False,Retired,Medium,34541.96,True,350000,65488.78,35155.21,4586.35,48963.18,6202.45,36957.32,"['buy_a_home', 'pay_off_debt', 'invest_for_retirement']",0.5142857142857142
69,37574.0,1474.26,7961.24,23856.94,True,False,Self-Employed,Low,0.0,True,357000,46981.8,14697.38,10471.69,28729.99,3035.4,17767.38,[],0.8571428571428571
69,46248.18,1432.53,9113.38,44609.0,True,False,Retired,Low,0.0,True,357000,401257.74,12018.69,780.42,39875.86,8549.13,45039.45,['invest_for_retirement'],0.6457142857142857
32,91916.74,1022.81,11087.32,15442.63,False,True,Unemployed,Low,19207.2,True,98000,68993.23,21463.3,28159.54,11650.3,48753.12,88283.15,[],0.5714285714285714
51,110143.67,2822.82,9782.38,41019.83,True,False,Self-Employed,Medium,31088.73,True,231000,152524.41,22100.17,1837.85,7508.77,20619.01,86752.63,"['buy_a_home', 'invest_for_retirement']",0.6285714285714286
45,105828.47,4397.1,2909.27,43330.85,True,False,Unemployed,Low,33838.91,False,189000,69559.56,7984.64,24081.18,19117.38,49729.01,89119.38,"['buy_a_home', 'invest_for_retirement']",0.5714285714285714
81,123066.96,4429.67,18015.18,39392.37,False,False,Self-Employed,Medium,0.0,True,441000,300855.09,2493.01,24016.25,1720.67,16939.82,67293.76,"['invest_for_retirement', 'pay_off_debt', 'buy_a_home']",0.5714285714285714
81,146878.73,2975.59,13802.43,18535.18,False,False,Unemployed,Low,0.0,True,441000,71223.24,39106.94,31101.27,23642.13,18122.59,97953.42,"['buy_a_home', 'invest_for_retirement']",1.0
48,65285.32,2149.87,9097.58,12686.04,False,False,Self-Employed,High,0.0,False,210000,199471.67,28948.05,34579.27,48777.46,41316.19,44232.84,"['buy_a_home', 'invest_for_retirement', 'pay_off_debt']",0.8
39,33005.24,2571.68,18214.26,34140.02,False,False,Employed,High,36977.36,True,147000,79075.94,15019.94,25167.23,25873.0,34129.24,34699.26,['buy_a_home'],0.22857142857142856
27,76442.73,4041.14,15883.37,22216.27,False,True,Part-Time,Medium,23472.21,True,63000,27345.89,35057.24,29039.99,9174.63,5697.33,42744.02,"['pay_off_debt', 'buy_a_home']",0.7428571428571429
38,55786.19,4725.68,6029.04,548.34,False,False,Retired,Medium,47253.86,True,140000,103954.04,14823.31,13220.24,4080.94,39046.41,13462.6,[],0.34285714285714286
18,68846.42,3296.65,18046.21,26016.0,True,True,Unemployed,Low,10501.26,True,0,0.0,21138.64,39980.16,44186.36,17732.4,6425.87,[],0.6285714285714286
40,138678.15,2232.14,9163.19,47000.38,True,False,Retired,Medium,0.0,False,154000,19367.66,10219.76,27780.65,46133.83,5798.76,52526.05,[],0.7714285714285715
22,33333.96,1097.24,13401.7,29979.62,False,True,Part-Time,Medium,0.0,True,28000,31040.45,27133.94,36581.94,22286.06,29806.5,34158.87,"['pay_off_debt', 'invest_for_retirement']",0.4
50,112126.86,1379.53,18127.77,47416.79,False,False,Employed,Low,0.0,True,224000,93875.13,21846.14,6621.74,31906.51,17717.77,97550.72,['pay_off_debt'],0.9142857142857143
44,108882.94,706.21,6362.88,26784.84,True,False,Retired,Medium,3935.38,True,182000,22651.29,5013.52,11359.17,37819.14,44218.13,48338.94,"['buy_a_home', 'invest_for_retirement', 'pay_off_debt']",0.6285714285714286
63,148506.54,2556.73,10375.55,40334.86,True,False,Self-Employed,High,45349.3,True,315000,9627.33,16953.83,19494.8,29585.02,34367.27,18974.38,['invest_for_retirement'],0.5428571428571428
21,51259.02,4008.97,2168.41,19530.45,False,True,Unemployed,Low,0.0,True,21000,24034.65,20573.47,34683.29,38008.03,35403.99,21427.34,['pay_off_debt'],0.4857142857142857
46,42877.69,4227.62,3293.42,25830.4,False,False,Unemployed,Low,68023.08,True,196000,220522.91,26838.11,27554.64,4283.42,44405.28,5276.26,"['pay_off_debt', 'invest_for_retirement', 'buy_a_home']",0.14285714285714285
33,82522.18,3473.63,11636.17,20392.31,True,True,Unemployed,Medium,49805.82,True,105000,55074.93,6537.35,19245.01,22093.85,12689.5,89663.69,"['pay_off_debt', 'invest_for_retirement']",0.5428571428571428
40,69336.35,3264.32,10447.9,49647.24,True,False,Retired,Medium,97065.74,True,154000,18892.08,29279.4,19754.37,44406.74,37394.68,2735.3,['pay_off_debt'],0.5714285714285714
36,106113.3,658.7,9410.85,47238.49,False,False,Retired,Medium,93045.02,True,126000,104287.84,1119.91,38958.64,10195.72,23282.08,18777.65,['buy_a_home'],0.45714285714285713
27,118546.98,4807.74,994.95,26548.77,False,False,Self-Employed,High,0.0,True,63000,8583.69,34292.9,10461.68,12216.47,36702.74,49607.87,"['pay_off_debt', 'invest_for_retirement', 'buy_a_home']",0.6571428571428571
33,84835.35,2250.1,10088.62,2771.57,False,False,Unemployed,Low,0.0,True,105000,104869.02,3567.0,13590.61,46799.88,34855.61,47068.69,[],0.7714285714285715
82,124074.14,1760.82,13597.84,35271.24,False,False,Self-Employed,Medium,797.51,True,448000,72156.69,22995.49,8329.72,6351.37,49001.54,21009.8,['buy_a_home'],0.7142857142857143
38,89851.68,2250.09,1832.75,40104.54,True,False,Self-Employed,Low,0.0,False,140000,26841.15,5647.56,9474.97,31129.17,30350.22,3743.59,['pay_off_debt'],0.7142857142857143
40,128695.81,3369.47,323.33,24405.99,True,False,Employed,High,82428.66,False,154000,108960.66,21153.63,15470.6,15595.02,32897.5,12697.16,['pay_off_debt'],0.6857142857142857
22,52186.94,3940.34,17744.6,10508.97,True,True,Unemployed,Medium,0.0,True,28000,23227.18,31360.11,23688.91,4953.94,43816.16,43168.47,['invest_for_retirement'],0.5428571428571428
52,34374.11,2474.41,14868.22,36923.87,True,False,Unemployed,Low,20546.56,True,238000,122825.57,25188.74,16882.48,25849.11,378.58,23641.65,"['pay_off_debt', 'buy_a_home']",0.6285714285714286
39,92806.3,2509.4,17252.5,43840.73,True,False,Unemployed,Low,2696.04,True,147000,83702.95,34804.57,20517.79,46614.5,31971.83,19309.48,[],0.8571428571428571
56,131781.18,3682.06,10176.71,24155.8,False,False,Unemployed,High,85419.01,True,266000,30302.26,32297.61,24855.82,48800.15,47149.12,83818.49,"['buy_a_home', 'pay_off_debt']",0.8285714285714286
37,93993.64,3688.33,18055.64,2022.63,False,False,Retired,Low,66922.09,True,133000,37197.35,6419.09,13403.59,22042.46,16521.12,18870.32,"['invest_for_retirement', 'pay_off_debt']",0.6571428571428571
82,42430.24,1804.58,6733.8,18752.88,False,False,Employed,High,0.0,False,448000,257638.12,37468.23,9081.33,12140.58,32453.69,30067.37,"['invest_for_retirement', 'pay_off_debt', 'buy_a_home']",0.6
65,91206.69,1040.25,17968.13,25051.29,True,False,Employed,Medium,0.0,True,329000,252180.19,18267.81,27414.98,40513.7,22316.55,68327.7,"['buy_a_home', 'invest_for_retirement']",0.7428571428571429
18,112799.13,2085.34,12016.75,12596.79,True,True,Part-Time,High,0.0,True,0,0.0,13827.38,4401.64,9163.27,27890.21,55048.57,[],0.8285714285714286
22,107426.23,3179.0,8547.58,1932.66,False,True,Unemployed,Low,98329.69,True,28000,14013.22,12811.27,39950.32,22838.9,18077.09,90181.55,['buy_a_home'],0.45714285714285713
24,128276.47,4139.38,9399.64,10418.36,True,True,Unemployed,High,0.0,True,42000,4832.12,23320.94,18836.24,9002.4,38240.82,88266.09,[],0.6285714285714286
29,104860.31,2582.14,9724.11,10518.99,True,False,Retired,Medium,0.0,True,77000,91343.23,8219.88,37995.72,12336.43,6957.27,70631.02,['invest_for_retirement'],0.6571428571428571
51,129988.18,534.9,1.54,996.55,True,False,Retired,Medium,0.0,True,231000,217485.19,9816.86,19891.19,7606.31,26940.3,26397.49,"['invest_for_retirement', 'buy_a_home']",0.6
31,104311.5,3051.32,6112.13,22524.14,False,False,Self-Employed,High,0.0,True,91000,70092.56,4471.87,13162.14,42647.34,494.57,39638.66,[],0.8
31,36129.39,628.48,11080.39,47883.22,False,False,Retired,High,0.0,True,91000,9662.83,31673.49,15708.25,14370.08,16865.19,84302.93,"['buy_a_home', 'invest_for_retirement', 'pay_off_debt']",0.6857142857142857
50,30365.78,4853.06,10670.92,48857.63,False,False,Employed,Low,77732.83,True,224000,179405.3,39174.43,1205.3,42850.82,31626.1,90533.51,['buy_a_home'],0.42857142857142855
40,120639.96,2467.13,96.8,37398.01,False,False,Unemployed,Low,37190.81,True,154000,9187.4,26500.67,28260.19,11975.44,22785.31,58435.32,['invest_for_retirement'],0.5428571428571428
94,44463.76,2183.18,5282.95,8767.66,False,False,Retired,Medium,90565.21,False,532000,373439.73,3982.56,31373.91,7551.83,40375.43,16694.83,"['pay_off_debt', 'invest_for_retirement']",0.37142857142857144
29,108176.28,1493.93,14345.94,49409.35,False,True,Part-Time,Medium,0.0,True,77000,19554.98,10827.89,2494.64,40956.69,3088.05,75835.11,['pay_off_debt'],0.8571428571428571
60,44587.91,563.31,1434.46,39024.72,False,False,Unemployed,High,0.0,True,294000,156499.65,7348.43,33086.83,49384.36,7170.67,64138.88,"['invest_for_retirement', 'pay_off_debt']",0.7142857142857143
22,48805.87,2137.77,4575.79,5686.31,False,True,Unemployed,Low,0.0,True,28000,15108.68,7413.94,18302.94,42777.98,2827.72,73436.76,"['buy_a_home', 'pay_off_debt', 'invest_for_retirement']",0.5142857142857142
26,128163.33,1444.74,12798.86,37228.6,True,True,Part-Time,Low,0.0,True,56000,15782.55,39000.79,5833.23,5819.63,31241.53,2947.29,['invest_for_retirement'],0.7714285714285715
46,126377.78,4747.31,13384.07,10385.22,True,False,Unemployed,Medium,0.0,True,196000,113439.29,39204.44,34661.2,36954.52,44918.31,33414.64,[],0.7714285714285715
61,50726.4,4954.22,15202.51,27506.15,False,False,Self-Employed,Low,0.0,True,301000,308911.32,38359.31,21809.17,36326.23,18389.51,38831.57,"['pay_off_debt', 'buy_a_home']",0.6285714285714286
35,138945.0,608.39,4661.73,16767.87,True,False,Self-Employed,Medium,88657.27,True,119000,45264.25,31959.77,39660.72,28889.49,38252.63,19228.7,[],0.5142857142857142
37,146141.4,1032.62,896.22,47296.91,True,False,Retired,Medium,0.0,True,133000,125658.18,23724.76,30079.72,48845.6,34539.3,79809.51,['buy_a_home'],0.7142857142857143
43,55506.18,895.4,9734.46,16180.99,False,False,Unemployed,Low,54519.96,False,175000,112462.77,31976.56,31143.99,35091.36,2128.41,66901.63,"['buy_a_home', 'invest_for_retirement']",0.6857142857142857
20,64857.58,959.91,3151.29,26415.65,True,True,Part-Time,High,86471.74,True,14000,10129.86,32897.66,32513.62,24799.36,42723.48,69800.02,['pay_off_debt'],0.4
46,37319.92,3211.45,17883.52,44918.32,False,False,Self-Employed,High,0.0,True,196000,174767.4,136.83,33005.08,49802.83,49452.78,10378.53,"['invest_for_retirement', 'buy_a_home']",0.6
32,87668.3,676.37,7063.32,4012.21,False,True,Unemployed,Low,76193.13,True,98000,64931.03,16070.82,15470.92,12403.73,12570.17,66867.74,"['buy_a_home', 'invest_for_retirement']",0.5428571428571428
25,30495.13,3629.22,15797.2,18193.63,False,True,Unemployed,Medium,0.0,True,49000,21877.98,35929.63,9963.67,4864.66,34478.52,37491.59,[],0.6285714285714286
61,88310.27,3601.22,9708.96,13240.49,False,False,Unemployed,Low,75744.65,True,301000,77178.64,16695.34,3688.45,29749.18,38620.11,8030.81,[],0.6285714285714286
34,131434.82,1169.85,4244.84,32830.93,True,True,Part-Time,Low,33044.97,True,112000,30126.11,11004.11,6016.13,9726.58,6912.76,60.39,"['invest_for_retirement', 'buy_a_home']",0.8285714285714286
66,135680.52,3056.63,3461.24,35959.72,False,False,Unemployed,High,93998.17,True,336000,303389.57,10604.63,10323.7,49990.99,25581.06,90478.75,"['invest_for_retirement', 'pay_off_debt']",0.7714285714285715
46,113191.91,4834.67,15656.11,20796.23,True,False,Retired,High,5131.08,True,196000,101817.69,8717.85,6567.33,10331.82,38114.21,1921.7,[],0.7428571428571429
21,101929.24,1090.2,8897.63,9753.61,False,True,Unemployed,High,0.0,False,21000,14059.32,19991.75,26968.7,48045.02,48145.26,50416.52,['buy_a_home'],0.4857142857142857
25,134879.47,3076.38,6781.15,42649.91,False,True,Part-Time,High,71192.47,True,49000,32858.22,36220.66,27068.86,41639.36,47356.62,85046.16,"['invest_for_retirement', 'pay_off_debt']",0.5142857142857142
52,121594.79,3425.62,9874.8,37104.12,True,False,Self-Employed,Low,0.0,True,238000,172366.19,15571.63,28358.48,18910.21,2033.32,17469.73,"['pay_off_debt', 'buy_a_home', 'invest_for_retirement']",0.6571428571428571
25,115610.47,1752.5,4438.33,38851.03,False,True,Unemployed,High,71589.45,True,49000,35052.69,35277.63,20368.3,44180.14,43037.88,16482.16,[],0.8
34,67500.32,4677.42,19588.99,42102.65,True,False,Retired,Medium,0.0,True,112000,122886.73,5999.6,17265.07,24890.93,2560.22,47705.22,"['invest_for_retirement', 'buy_a_home', 'pay_off_debt']",0.37142857142857144
24,71867.43,2245.21,16200.62,22123.49,True,True,Unemployed,Medium,0.0,True,42000,49347.03,13774.32,14402.95,35178.39,6844.95,70952.95,"['invest_for_retirement', 'buy_a_home']",0.4857142857142857
35,80271.92,3166.09,1727.99,16992.56,False,False,Unemployed,Medium,0.0,True,119000,89159.48,34286.76,9044.6,8185.4,19089.16,11914.91,['pay_off_debt'],0.7714285714285715
34,68896.5,4804.59,6448.45,8184.36,True,True,Unemployed,Medium,94807.47,True,112000,132894.08,7685.15,39099.05,15372.12,27995.92,15654.57,[],0.11428571428571428
37,32189.52,1439.98,4470.54,11991.58,True,False,Self-Employed,Low,18009.37,True,133000,116635.63,30960.78,3972.88,39953.0,13169.26,34987.35,[],0.7714285714285715
40,55060.5,2224.14,307.25,33017.28,True,False,Employed,High,0.0,True,154000,63560.12,26578.49,13249.94,25751.43,35809.25,64949.84,['invest_for_retirement'],0.7142857142857143
45,69435.2,734.72,15645.46,16188.97,False,False,Employed,Medium,0.0,True,189000,211502.53,23407.48,25349.16,47432.6,11011.86,1763.13,"['invest_for_retirement', 'pay_off_debt']",0.56
40,69180.49,4514.81,6988.35,23041.07,False,False,Self-Employed,Low,25148.93,True,154000,122361.05,22220.77,4837.5,39293.72,35331.53,57982.01,"['pay_off_debt', 'buy_a_home', 'invest_for_retirement']",0.6857142857142857
100,74988.43,1008.72,10586.11,17794.48,True,False,Employed,Medium,0.0,True,574000,427017.3,21699.08,36192.62,15412.09,6110.51,25671.11,['pay_off_debt'],0.7714285714285715
21,136087.88,3940.15,3622.09,42881.23,False,True,Unemployed,Medium,85.9,True,21000,11079.96,16576.81,13668.71,26661.32,29242.85,109.45,"['buy_a_home', 'invest_for_retirement']",0.8
48,84161.11,2076.12,11487.59,42233.37,True,False,Retired,Medium,0.0,True,210000,205343.89,34249.23,12337.24,8368.48,36177.01,16126.47,"['buy_a_home', 'invest_for_retirement']",0.7714285714285715
26,117455.91,4276.58,9769.61,42102.03,False,True,Part-Time,Low,40288.13,True,56000,61063.26,29926.09,20861.87,31007.74,47056.05,70824.74,[],0.45714285714285713
32,126743.96,1550.9,18955.27,33460.93,False,False,Unemployed,Medium,0.0,True,98000,97293.84,9807.28,5806.38,18080.57,10586.12,94893.55,"['buy_a_home', 'invest_for_retirement']",0.8
21,51917.56,3875.5,76.89,28237.65,True,False,Retired,Low,33610.05,True,21000,23837.67,8627.99,38308.47,46372.88,35505.75,37054.57,['buy_a_home'],0.4
61,132428.48,2858.08,5461.25,18323.64,True,False,Self-Employed,Low,34127.1,True,301000,58202.5,3230.65,16134.48,2367.14,40638.23,4078.45,"['pay_off_debt', 'buy_a_home']",0.6285714285714286
74,57069.07,2097.93,603.96,33849.09,False,False,Retired,High,1754.0,True,392000,356768.48,16805.55,10152.25,41508.8,35545.98,95343.34,['invest_for_retirement'],0.8571428571428571
46,77603.66,2328.09,2739.93,4782.3,True,False,Self-Employed,Medium,0.0,True,196000,70608.99,19453.75,34820.53,9868.89,42025.88,30914.23,[],0.6285714285714286
22,94232.07,2153.2,8979.44,2055.28,True,True,Part-Time,Low,95188.85,True,28000,19488.39,21756.44,1033.03,6897.94,37990.92,98735.73,[],0.45714285714285713
43,113803.39,3389.6,112.36,6086.79,False,False,Self-Employed,High,86033.09,True,175000,74572.94,34162.33,24428.78,46073.75,39288.82,36339.26,"['pay_off_debt', 'invest_for_retirement']",0.6571428571428571
61,97490.32,4281.36,2564.79,4490.88,True,False,Employed,Low,0.0,True,301000,308066.53,26976.12,12027.68,13226.66,42712.6,85437.57,[],0.45714285714285713
39,87402.12,4174.88,13391.22,20403.22,False,False,Unemployed,High,0.0,True,147000,127847.8,6189.43,21179.88,49844.33,49390.51,28188.17,"['buy_a_home', 'pay_off_debt']",0.7428571428571429
24,99679.53,1803.77,6216.08,33406.3,False,True,Part-Time,Medium,0.0,True,42000,42423.14,10741.51,34753.34,24045.53,6853.99,88962.97,['invest_for_retirement'],0.56
38,116607.97,1526.16,17383.52,24451.1,True,False,Self-Employed,Medium,0.0,False,140000,71768.86,29313.98,1067.43,42736.53,49780.02,30.73,"['invest_for_retirement', 'pay_off_debt', 'buy_a_home']",0.7714285714285715
87,133284.73,1036.7,4233.45,19560.36,False,False,Self-Employed,Low,52539.03,True,483000,476536.98,21056.08,4055.37,2134.1,25219.92,88987.97,"['pay_off_debt', 'buy_a_home', 'invest_for_retirement']",0.6
35,33262.27,3548.72,12963.57,11515.71,False,False,Unemployed,High,0.0,True,119000,126232.48,30742.09,39603.8,1879.33,26282.28,74641.73,[],0.37142857142857144
28,39355.39,3695.14,7624.78,32103.85,False,True,Unemployed,Low,0.0,True,70000,34062.48,31207.86,31433.09,43768.2,38121.45,84696.6,[],0.5714285714285714
57,86530.96,3415.25,3608.41,5630.91,False,False,Retired,Medium,53325.2,False,273000,101970.14,9656.18,1675.36,33676.94,22431.65,18661.76,[],0.7142857142857143
55,138134.54,917.44,11870.59,32302.87,False,False,Retired,Low,0.0,True,259000,32592.99,23474.55,30134.75,43541.05,6227.86,21230.98,[],0.7714285714285715
57,39140.25,996.2,227.6,20592.35,False,False,Self-Employed,High,0.0,True,273000,145739.58,6410.04,32488.77,25156.18,34693.79,76254.09,"['invest_for_retirement', 'buy_a_home', 'pay_off_debt']",0.5714285714285714
27,119058.98,2806.96,753.0,25883.01,False,False,Retired,Medium,8796.16,True,63000,14854.24,4892.52,33505.48,20454.43,22881.96,22815.71,['pay_off_debt'],0.7142857142857143
26,60787.47,4507.48,2370.82,23803.43,True,True,Part-Time,Medium,0.0,True,56000,64068.44,14407.12,10933.13,16389.66,8461.79,53950.52,"['buy_a_home', 'pay_off_debt']",0.6285714285714286
27,59746.9,1473.66,6364.52,17903.5,False,True,Unemployed,High,61388.3,True,63000,7306.45,18343.89,6157.95,37914.35,49397.08,78740.24,"['invest_for_retirement', 'pay_off_debt', 'buy_a_home']",0.37142857142857144
76,87480.84,2689.46,18806.25,12944.12,True,False,Unemployed,High,1868.82,True,406000,62130.47,12758.58,36797.12,21487.38,22673.62,78233.36,"['invest_for_retirement', 'buy_a_home', 'pay_off_debt']",0.6571428571428571
31,59226.32,3759.01,18701.35,28280.63,False,False,Unemployed,Low,92424.49,True,91000,31143.97,21398.15,28292.19,8385.29,9262.53,33920.27,"['invest_for_retirement', 'pay_off_debt', 'buy_a_home']",0.22857142857142856
40,70306.99,4594.11,14894.78,16694.96,True,False,Unemployed,Medium,58903.16,True,154000,144354.04,9632.02,24901.83,8280.6,36086.04,49778.05,[],0.37142857142857144
32,124768.13,2546.23,13392.16,28721.49,False,True,Unemployed,Low,49074.89,True,98000,91689.08,37629.87,10526.17,3586.58,42863.54,59812.35,[],0.6285714285714286
29,41641.92,4409.18,12927.52,32427.79,True,True,Unemployed,High,0.0,True,77000,74325.14,18729.26,7329.88,29128.89,383.54,122.31,[],0.8285714285714286
18,70855.35,1032.14,6563.79,10420.34,True,False,Unemployed,Low,94386.51,True,0,0.0,402.73,25034.5,47481.79,30471.02,10909.67,['buy_a_home'],0.5142857142857142
